nose_k,left_eye_k,right_eye_k,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,eye1,eye2,nose,mouth,head,image_path,label
"(0.5994924306869507, 0.2541730999946594)","(0.606219470500946, 0.2693306505680084)","(0.6060478091239929, 0.2572758197784424)","(0.5964019298553467, 0.30395904183387756)","(0.5838487148284912, 0.2800089418888092)","(0.5418773293495178, 0.3202304244041443)","(0.5358387231826782, 0.27558594942092896)","(0.5594289898872375, 0.3414023220539093)","(0.5469388961791992, 0.24661274254322052)","(0.6038767695426941, 0.3287484645843506)","(0.5879791975021362, 0.23983752727508545)","(0.39902737736701965, 0.26403194665908813)","(0.39642882347106934, 0.23059213161468506)","(0.36252275109291077, 0.18661710619926453)","(0.3636174201965332, 0.14246661961078644)","(0.30091243982315063, 0.12620961666107178)","(0.3085602819919586, 0.10935628414154053)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6400855183601379, 0.6385242342948914, 0.19463539123535156, 0.33033522963523865)",baby25_jpg.rf.87b850637818a0aa1bd8ebc6937a8cbe.jpg,2
"(0.37911349534988403, 0.331332802772522)","(0.36340516805648804, 0.3013204038143158)","(0.37344473600387573, 0.2894971966743469)","(0.3957624137401581, 0.28410235047340393)","(0.41644230484962463, 0.23304083943367004)","(0.5201188921928406, 0.3430178165435791)","(0.5387018918991089, 0.3385384678840637)","(0.4753243029117584, 0.4962366223335266)","(0.5252681970596313, 0.4447767734527588)","(0.4289681315422058, 0.4697539806365967)","(0.4458145201206207, 0.3570045232772827)","(0.7351135015487671, 0.5591176152229309)","(0.7522234320640564, 0.5549903512001038)","(0.6442822813987732, 0.7186166048049927)","(0.704391598701477, 0.7433861494064331)","(0.7604652643203735, 0.8398815989494324)","(0.7561866044998169, 0.8925765156745911)","(0.3765231966972351, 0.28242555260658264)","(-1, -1)","(-1, -1)","(-1, -1)","(0.44096070528030396, 0.23441585898399353, 0.19285564124584198, 0.2743681073188782)",44_jpg.rf.0699d0c79ae93f2983ba7202925516df.jpg,1
"(0.6048461198806763, 0.6144615411758423)","(0.6200693845748901, 0.6166820526123047)","(0.6150609254837036, 0.6290779113769531)","(0.6321471929550171, 0.5881713628768921)","(0.6140556335449219, 0.6227262616157532)","(0.5963351130485535, 0.5129488110542297)","(0.582435131072998, 0.6024330258369446)","(0.5325618982315063, 0.4414476454257965)","(0.5255662202835083, 0.6032689213752747)","(0.5072628259658813, 0.3854416012763977)","(0.4983132481575012, 0.5750604867935181)","(0.47488507628440857, 0.37126269936561584)","(0.45852598547935486, 0.45034199953079224)","(0.38247382640838623, 0.3494148850440979)","(0.3701063394546509, 0.4465847611427307)","(0.3179556727409363, 0.3181989789009094)","(0.30466359853744507, 0.3547740876674652)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.9332176446914673, 0.6188215613365173, 0.13356485962867737, 0.5699875950813293)",4943_png_jpg.rf.1e78cf1dea005cfb76c41fbbcecaff2a.jpg,1
"(0.4560428261756897, 0.6990758180618286)","(0.4164147973060608, 0.7269777059555054)","(0.4662395119667053, 0.7076988220214844)","(0.39172786474227905, 0.7081291079521179)","(0.547210156917572, 0.6321020126342773)","(0.4684283137321472, 0.5153365135192871)","(0.6319884061813354, 0.5151201486587524)","(0.42240023612976074, 0.5456169247627258)","(0.7537857294082642, 0.5441247224807739)","(0.43469947576522827, 0.7436223030090332)","(0.7329699993133545, 0.7303677797317505)","(0.6160174608230591, 0.1566527634859085)","(0.7686147093772888, 0.1415138989686966)","(0.5891381502151489, 0.2826722264289856)","(0.825238049030304, 0.243905708193779)","(0.6871280670166016, 0.16534912586212158)","(-1, -1)","(0.48298949003219604, 0.6825169324874878)","(-1, -1)","(-1, -1)","(-1, -1)","(0.38237518072128296, 0.7847741842269897, 0.44777393341064453, 0.4279678463935852)",baby41_jpg.rf.b57adc2ed66ecc9415d7b57c3cb8ad29.jpg,1
"(0.7633630037307739, 0.24727937579154968)","(0.7357579469680786, 0.20247726142406464)","(0.8332177400588989, 0.2384241819381714)","(0.6443116068840027, 0.2060789316892624)","(0.8989699482917786, 0.26106172800064087)","(0.5478561520576477, 0.276233434677124)","(0.7914854288101196, 0.39632076025009155)","(0.38926783204078674, 0.3453198969364166)","(0.8200737237930298, 0.5641618371009827)","(0.44593459367752075, 0.3723405599594116)","(0.7655106782913208, 0.5178897976875305)","(0.2960972189903259, 0.554503858089447)","(0.5429506301879883, 0.685204267501831)","(0.2101699858903885, 0.6145898699760437)","(0.5417169332504272, 0.820456862449646)","(0.16738906502723694, 0.7947412729263306)","(0.31708356738090515, 0.9403274655342102)","(0.8212432861328125, 0.2591865658760071)","(0.7380644083023071, 0.20408597588539124)","(0.748275876045227, 0.2602826654911041)","(0.7154315114021301, 0.2820587158203125)","(0.8052189946174622, 0.1638500988483429, 0.38249778747558594, 0.3215179741382599)",98_jpg.rf.e3586f839c690556456693656f95c187.jpg,1
"(0.5302401781082153, 0.5588441491127014)","(0.5431621670722961, 0.5664731860160828)","(0.5150479078292847, 0.567663848400116)","(0.5669407248497009, 0.5693018436431885)","(0.4795452952384949, 0.5736983418464661)","(0.552956759929657, 0.5336061120033264)","(0.46394914388656616, 0.549857497215271)","(0.6173821091651917, 0.49457472562789917)","(0.4265952706336975, 0.5205118656158447)","(0.6056218147277832, 0.4747207760810852)","(0.4103049337863922, 0.49858158826828003)","(0.5390020608901978, 0.4374140799045563)","(0.4457074999809265, 0.4541715979576111)","(0.5745433568954468, 0.40867018699645996)","(0.44168275594711304, 0.41719850897789)","(0.5152196288108826, 0.3723854422569275)","(0.4680406451225281, 0.35565185546875)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",13CF73E6-D200-4C3B-9A5A-BF0E5F6A531C_JPG_jpg.rf.b02cf8ee3f1f2a793a60710ace7cd3b2.jpg,1
"(0.15196171402931213, 0.5319209694862366)","(0.12703919410705566, 0.5842123031616211)","(0.1218724250793457, 0.5056045055389404)","(0.16041330993175507, 0.663009524345398)","(0.1452684849500656, 0.4382670521736145)","(0.26899033784866333, 0.6412323713302612)","(0.2602939009666443, 0.4068339765071869)","(0.42256999015808105, 0.7107788920402527)","(0.4118834137916565, 0.30108681321144104)","(0.4230900704860687, 0.6758500337600708)","(0.4473700523376465, 0.3101402819156647)","(0.6654166579246521, 0.572426974773407)","(0.653015673160553, 0.3667958378791809)","(0.8225322961807251, 0.6511213779449463)","(0.8127504587173462, 0.3867765963077545)","(0.9547096490859985, 0.5549710988998413)","(0.9537014961242676, 0.46659159660339355)","(0.14829997718334198, 0.48942995071411133)","(0.15325228869915009, 0.5974215269088745)","(0.17167553305625916, 0.5422373414039612)","(0.20696774125099182, 0.5408684015274048)","(0.1287689357995987, 0.5450655817985535, 0.23177750408649445, 0.2552904188632965)",Supine_68_jpg.rf.00fcd902a9378feeb40e9e17fe783389.jpg,1
"(0.5463718175888062, 0.5195105671882629)","(0.5496481657028198, 0.5100225210189819)","(0.5732077360153198, 0.5274679064750671)","(0.5273118615150452, 0.5175198316574097)","(0.6034661531448364, 0.5720022916793823)","(0.506801426410675, 0.5463873744010925)","(0.5726300477981567, 0.6089380383491516)","(0.43870845437049866, 0.5154374837875366)","(0.5970344543457031, 0.6596633791923523)","(0.3700776696205139, 0.47895973920822144)","(0.6055638790130615, 0.6639687418937683)","(0.4065539240837097, 0.6449207663536072)","(0.4659252166748047, 0.70751953125)","(0.35199078917503357, 0.6806845664978027)","(0.42006126046180725, 0.7466169595718384)","(0.28261756896972656, 0.7457312941551208)","(0.32427412271499634, 0.7602779269218445)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_64_png_jpg.rf.b43da7982edf337aac143e59d4b6cb39.jpg,1
"(0.19038300216197968, 0.27596381306648254)","(0.15569379925727844, 0.30877161026000977)","(0.16622182726860046, 0.2276628017425537)","(0.16080251336097717, 0.4080463945865631)","(0.1910969763994217, 0.16389596462249756)","(0.28438854217529297, 0.4419917166233063)","(0.33679312467575073, 0.167912095785141)","(0.29213517904281616, 0.611710786819458)","(0.4350663721561432, 0.11177437007427216)","(0.22329607605934143, 0.667512059211731)","(0.41452327370643616, 0.12115087360143661)","(0.6053587794303894, 0.4759353995323181)","(0.6447855234146118, 0.2239343822002411)","(0.6886378526687622, 0.5673972368240356)","(0.7311490774154663, 0.27015170454978943)","(0.8169180154800415, 0.5068494081497192)","(0.8262883424758911, 0.41608747839927673)","(0.1313542127609253, 0.4895837903022766)","(-1, -1)","(-1, -1)","(-1, -1)","(0.1301836222410202, 0.3288269639015198, 0.24792703986167908, 0.5585630536079407)",baby2_jpg.rf.f3f815d1f0f0cce3a11f3e1351bb3477.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(0.6336876749992371, 0.2475050687789917)","(0.6465770602226257, 0.3134601414203644)","(0.5883907675743103, 0.2617577910423279)","(0.6118189692497253, 0.37680304050445557)","(0.5627837777137756, 0.3497825264930725)","(0.6192731857299805, 0.5234494209289551)","(0.6205564141273499, 0.32355159521102905)","(0.6767277717590332, 0.4752759039402008)","(0.44666534662246704, 0.26065897941589355)","(0.47784748673439026, 0.35689300298690796)","(0.369913786649704, 0.3253386616706848)","(0.4224569797515869, 0.4218466281890869)","(0.3496056795120239, 0.284436970949173)","(0.3568221628665924, 0.30920305848121643)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6365073323249817, 0.25646933913230896, 0.1018793135881424, 0.1667117178440094)",frame_252_jpeg_jpg.rf.1d22a4e1b440619c9f88b821aa3e6556.jpg,2
"(0.3982730507850647, 0.32633787393569946)","(0.3932402729988098, 0.29762887954711914)","(0.37762027978897095, 0.3163686990737915)","(0.43274250626564026, 0.27487149834632874)","(0.37151747941970825, 0.3270191252231598)","(0.49064722657203674, 0.3237437903881073)","(0.4156014919281006, 0.3979547321796417)","(0.5873510241508484, 0.33056920766830444)","(0.4027741849422455, 0.47799092531204224)","(0.6232775449752808, 0.2536035478115082)","(0.35701343417167664, 0.41456907987594604)","(0.5992422103881836, 0.5379921197891235)","(0.5108798146247864, 0.6130905747413635)","(0.6503130793571472, 0.643843948841095)","(0.5298136472702026, 0.7411282658576965)","(0.6233881711959839, 0.7694390416145325)","(0.5816424489021301, 0.8263199925422668)","(-1, -1)","(-1, -1)","(-1, -1)","(0.3586317300796509, 0.28842946887016296)","(0.3885338306427002, 0.2812610864639282, 0.11581573635339737, 0.16565465927124023)",frame_577_png_jpg.rf.fc3ba3674eb0bbc623673c5184706fba.jpg,1
"(0.5554642081260681, 0.34486284852027893)","(0.5916285514831543, 0.33480605483055115)","(0.538080096244812, 0.3362732529640198)","(0.6584244966506958, 0.35679998993873596)","(0.5409802198410034, 0.3474361300468445)","(0.6724520921707153, 0.3878185749053955)","(0.5177385210990906, 0.394426167011261)","(0.7226732969284058, 0.42575201392173767)","(0.44338637590408325, 0.4524403214454651)","(0.6706305742263794, 0.4174463152885437)","(0.4606647491455078, 0.4412817060947418)","(0.781284511089325, 0.5286955833435059)","(0.6167711615562439, 0.5379260778427124)","(0.8680387735366821, 0.5995374917984009)","(0.6148434281349182, 0.6011257767677307)","(0.8461364507675171, 0.6730831265449524)","(0.7802799940109253, 0.6446102857589722)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.880131721496582, 0.6507652401924133, 0.23973651230335236, 0.2492181807756424)",frame_101_jpeg_jpg.rf.9dd4487e963d6cfa5590aac9c0983c8f.jpg,2
"(0.32225316762924194, 0.27386605739593506)","(0.29923683404922485, 0.28539830446243286)","(0.32324907183647156, 0.2433328628540039)","(0.29266494512557983, 0.33698150515556335)","(0.3528096675872803, 0.2232576310634613)","(0.3356095254421234, 0.37201303243637085)","(0.39956218004226685, 0.26375389099121094)","(0.338501513004303, 0.4741665720939636)","(0.44503799080848694, 0.2745838165283203)","(0.3859606981277466, 0.47396183013916016)","(0.4512435793876648, 0.26816850900650024)","(0.4455108046531677, 0.4750414788722992)","(0.49862322211265564, 0.37617239356040955)","(0.4579538404941559, 0.5300535559654236)","(0.5308538675308228, 0.4206813871860504)","(0.5193771123886108, 0.5671114325523376)","(0.5415564775466919, 0.5293093919754028)","(0.33125433325767517, 0.23858651518821716)","(0.2935106158256531, 0.2717825174331665)","(0.3156490921974182, 0.26999515295028687)","(0.3348173499107361, 0.30675745010375977)","(0.28908130526542664, 0.2428479939699173, 0.1547965556383133, 0.20447039604187012)",baby47_jpg.rf.a0b2c075f79581250a9ad6bd927fbe66.jpg,1
"(0.13272666931152344, 0.44065171480178833)","(0.11440768092870712, 0.4961640238761902)","(0.10804305225610733, 0.4076409935951233)","(0.1554323136806488, 0.5799349546432495)","(0.14393801987171173, 0.34809058904647827)","(0.2821008563041687, 0.5976298451423645)","(0.2573104798793793, 0.304203063249588)","(0.35794204473495483, 0.759263813495636)","(0.3116178512573242, 0.1951243132352829)","(0.2827335000038147, 0.6470353007316589)","(0.23110206425189972, 0.12049229443073273)","(0.668700098991394, 0.5538668632507324)","(0.6316767334938049, 0.28436416387557983)","(0.777329683303833, 0.6056339144706726)","(0.7530413866043091, 0.2610286772251129)","(0.9227359890937805, 0.45332956314086914)","(0.9034821391105652, 0.3448719382286072)","(0.1520446091890335, 0.43460169434547424)","(0.1496267467737198, 0.5380626320838928)","(0.1795133799314499, 0.49067068099975586)","(0.2195930778980255, 0.4906696677207947)","(0.13569952547550201, 0.4833919405937195, 0.2468666285276413, 0.24671363830566406)",73_jpg.rf.2ba6b543f91d23fc088209ade42e1aa4.jpg,1
"(0.39593249559402466, 0.5009071826934814)","(0.3821343779563904, 0.49574804306030273)","(0.37348946928977966, 0.5164748430252075)","(0.39108142256736755, 0.48672953248023987)","(0.366666704416275, 0.5415705442428589)","(0.4467743933200836, 0.48996415734291077)","(0.4282286763191223, 0.5504112839698792)","(0.5089834928512573, 0.41766899824142456)","(0.4589010775089264, 0.5507069826126099)","(0.5040904879570007, 0.39285364747047424)","(0.445081889629364, 0.5321837663650513)","(0.617621898651123, 0.5318853259086609)","(0.5998290181159973, 0.590110182762146)","(0.6989437341690063, 0.5245683789253235)","(0.6798847317695618, 0.5931395292282104)","(0.778659999370575, 0.5939109921455383)","(0.7736330032348633, 0.6152232885360718)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",IMG_0450_jpeg_jpg.rf.1afec8b6ff5c67feca54e79e27748fe9.jpg,2
"(0.18406209349632263, 0.4226420521736145)","(0.15107670426368713, 0.40975284576416016)","(0.14456763863563538, 0.46365585923194885)","(0.1904301643371582, 0.37052401900291443)","(0.1546076238155365, 0.5593409538269043)","(0.3359936773777008, 0.41340121626853943)","(0.3290484547615051, 0.5940963625907898)","(0.41356247663497925, 0.29775160551071167)","(0.40135297179222107, 0.602675199508667)","(0.28095632791519165, 0.22171573340892792)","(0.2733548581600189, 0.556301474571228)","(0.7718383073806763, 0.3540218472480774)","(0.767704963684082, 0.5280014276504517)","(0.8278688192367554, 0.17859740555286407)","(0.8395012021064758, 0.3823578953742981)","(0.966050922870636, 0.15426628291606903)","(0.9756789207458496, 0.1901043951511383)","(0.16185596585273743, 0.3664260506629944)","(0.1864096224308014, 0.5707286596298218)","(0.20861868560314178, 0.43664535880088806)","(0.2422025203704834, 0.41391196846961975)","(0.1562075912952423, 0.5624101758003235, 0.30590376257896423, 0.6113120913505554)",baby45_jpg.rf.24795aaea1b8e02b021236f5a4440a9b.jpg,2
"(0.7952240109443665, 0.6859445571899414)","(0.8451244235038757, 0.6907811164855957)","(0.8213402032852173, 0.7685869336128235)","(0.8666797876358032, 0.6516352891921997)","(0.8003500699996948, 0.8895053863525391)","(0.7392528653144836, 0.5297002196311951)","(0.6335362195968628, 0.8457056879997253)","(0.681358814239502, 0.32502102851867676)","(0.460083544254303, 0.8622724413871765)","(0.6762146353721619, 0.3091852068901062)","(0.44607439637184143, 0.8767107129096985)","(0.37010520696640015, 0.2461516559123993)","(0.23860184848308563, 0.5316421985626221)","(0.3670419454574585, 0.037134550511837006)","(0.17042450606822968, 0.40496373176574707)","(0.18093343079090118, 0.008915185928344727)","(0.10380454361438751, 0.13427579402923584)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8814903497695923, 0.812071681022644, 0.23111185431480408, 0.37521761655807495)",3671_png_jpg.rf.ea2006bb970f24723d465a06ad4e46ed.jpg,2
"(0.15884676575660706, 0.5834758877754211)","(0.10822572559118271, 0.5183674097061157)","(0.11018552631139755, 0.5995408296585083)","(0.14460793137550354, 0.329528272151947)","(0.12523230910301208, 0.5685486197471619)","(0.31479722261428833, 0.27640393376350403)","(0.3237132430076599, 0.6215931177139282)","(0.4435215890407562, 0.2345997542142868)","(0.4211053252220154, 0.818791389465332)","(0.3034461736679077, 0.1998700350522995)","(0.3298080563545227, 0.7632569074630737)","(0.7766039371490479, 0.26118704676628113)","(0.7998711466789246, 0.5729739665985107)","(0.8054389953613281, 0.307186484336853)","(0.845556378364563, 0.8302400708198547)","(0.9821128845214844, 0.36880624294281006)","(1.0, 0.6864174604415894)","(-1, -1)","(-1, -1)","(0.1922895908355713, 0.6563389897346497)","(-1, -1)","(0.14195290207862854, 0.4729089140892029, 0.2823004722595215, 0.4052257537841797)",54_JPG_jpg.rf.28e0f6dde8bdd3704b581a61c926981a.jpg,2
"(0.2880111038684845, 0.24517066776752472)","(0.30669671297073364, 0.20076413452625275)","(0.22646692395210266, 0.2534387409687042)","(0.4162345826625824, 0.21470555663108826)","(0.18653614819049835, 0.3279905319213867)","(0.5758754014968872, 0.2733597159385681)","(0.30884838104248047, 0.4154839515686035)","(0.7723076939582825, 0.30658602714538574)","(0.255057156085968, 0.567425549030304)","(0.8547147512435913, 0.3332287669181824)","(0.2648265063762665, 0.5744205117225647)","(0.8308768272399902, 0.5676017999649048)","(0.5492600202560425, 0.7117546200752258)","(0.8971313238143921, 0.6105487942695618)","(0.5254929065704346, 0.8201025128364563)","(0.8493423461914062, 0.7993850111961365)","(0.6909930109977722, 0.9312934875488281)","(0.212013840675354, 0.2886967658996582)","(0.2806236147880554, 0.19666771590709686)","(0.28729119896888733, 0.2707676887512207)","(0.35370755195617676, 0.29620784521102905)","(0.2213013619184494, 0.18681204319000244, 0.43995970487594604, 0.3695525527000427)",baby47_jpg.rf.80db6e389fa00976a075c0699c8c4c61.jpg,1
"(0.556333065032959, 0.652941107749939)","(0.5919557809829712, 0.6379724144935608)","(0.5712941288948059, 0.7401973009109497)","(0.6406180262565613, 0.5738709568977356)","(0.5707541704177856, 0.866233229637146)","(0.604124903678894, 0.4854641854763031)","(0.4882872700691223, 0.8735836744308472)","(0.6122379302978516, 0.30653926730155945)","(0.38023489713668823, 0.9361150860786438)","(0.5959490537643433, 0.2917293906211853)","(0.3685072064399719, 0.9199932813644409)","(0.4006219506263733, 0.31088724732398987)","(0.2504151165485382, 0.661271870136261)","(0.40332260727882385, 0.15718770027160645)","(0.1828806847333908, 0.5928320288658142)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",2460_png_jpg.rf.8e131638ee5e45dfbeb9bad9aff2a2d3.jpg,2
